Region,Localisation,Type,Nature,Area,#Bathrooms,#Bedrooms,Price
Sfax,Sfax,villa,À Vendre,770.0,1.0,5,0.0
Nabeul,Nabeul,Maison,À Vendre,186.0,1.0,3,1.0
Sousse,Sousse,villa,À Vendre,400.0,2.0,4,900000.0
Ben Arous,Ben_Arous,Maison,À Vendre,128.0,,,279.0
Ariana,Ariana,villa,À Vendre,200.0,1.0,3,350000.0
Tunis,Tunis,,À Vendre,700.0,2.0,4,900000.0
Ben Arous,Ben_Arous,,À Vendre,300.0,3.0,6,650000.0
La Manouba,La_Manouba,villa,À Vendre,400.0,3.0,4,680000.0
Tunis,Tunis,villa,À Vendre,500.0,2.0,5,4000000.0
Tunis,Tunis,,À Vendre,180.0,3.0,3,580000.0
Ben Arous,Ben_Arous,villa,À Vendre,278.0,1.0,3,500000.0
Gafsa,Gafsa,Maison,À Vendre,150.0,2.0,5,0.0
Ariana,Ariana,Maison,À Vendre,150.0,0.0,0,340000.0
Médenine,Mdenine,villa,À Vendre,456.0,2.0,4,1.0
Nabeul,Nabeul,,À Vendre,500.0,1.0,2,0.0
Ben Arous,Ben_Arous,villa,À Vendre,,,,350.0
Ben Arous,Ben_Arous,villa,À Vendre,412.0,1.0,4,460000.0
Tunis,Tunis,Maison,À Vendre,405.0,1.0,4,
La Manouba,La_Manouba,villa,À Vendre,220.0,1.0,3,
Ariana,Ariana,villa,À Vendre,500.0,4.0,6,450000.0
Bizerte,Bizerte,Maison,À Vendre,215.0,1.0,4,219999.0
Ben Arous,Ben_Arous,,À Vendre,1405.0,0.0,-2,1264500.0
Sousse,Sousse,Maison,À Vendre,300.0,3.0,9,150.0
Ariana,Ariana,,À Vendre,90.0,1.0,2,3.0
Tunis,Tunis,villa,À Vendre,255.0,2.0,4,210000.0
Tunis,Tunis,villa,À Vendre,603.0,2.0,5,1.0
Sousse,Sousse,Maison,À Vendre,330.0,1.0,03,215000.0
Ben Arous,Ben_Arous,,À Vendre,378.0,1.0,3,270000.0
La Manouba,La_Manouba,villa,À Vendre,,,2,140.0
Médenine,Mdenine,villa,À Vendre,5000.0,1.0,4,375000.0
Tunis,Tunis,Maison,À Vendre,304.0,1.0,4,1.0
Tunis,Tunis,Maison,À Vendre,133.0,1.0,4,200000.0
Sousse,Sousse,villa,À Vendre,140.0,2.0,3,229.0
Nabeul,Nabeul,Maison,À Vendre,130.0,1.0,3,-2.0
La Manouba,La_Manouba,Maison,À Vendre,300.0,2.0,3,0.0
Nabeul,Nabeul,villa,À Vendre,385.0,4.0,5,0.0
Sfax,Sfax,villa,À Vendre,758.0,3.0,5,570000.0
Ben Arous,Ben_Arous,villa,À Vendre,530.0,2.0,6,650.0
Ariana,Ariana,villa,À Vendre,320.0,5.0,6,1100000.0
Ben Arous,Ben_Arous,Maison,À Vendre,260.0,1.0,3,485000.0
Tunis,Tunis,Maison,À Vendre,90.0,1.0,3,120.0
Nabeul,Nabeul,Maison,À Vendre,290.0,4.0,5,0.0
Kairouan,Kairouan,Maison,À Vendre,250.0,2.0,4,360000.0
Siliana,Siliana,Maison,,,,3,0.0
Médenine,Mdenine,,À Vendre,170.0,1.0,3,1.0
Tunis,Tunis,villa,À Vendre,536.0,5.0,9,680000.0
Ariana,Ariana,,À Vendre,4080.0,4.0,8,2800000.0
Sfax,Sfax,Maison,À Vendre,425.0,2.0,6,310000.0
Ariana,Ariana,villa,À Vendre,220.0,2.0,5,280000.0
Ben Arous,Ben_Arous,,À Vendre,166.0,1.0,3,168998.0
Sfax,Sfax,Maison,À Vendre,600.0,1.0,5,0.0
Sousse,Sousse,,À Vendre,400.0,,,0.0
Ben Arous,Ben_Arous,Maison,À Vendre,203.0,3.0,0,350.0
Ben Arous,Ben_Arous,Maison,À Vendre,640.0,2.0,6,1.0
Ben Arous,Ben_Arous,Maison,À Vendre,97.0,1.0,2,125000.0
Tunis,Tunis,,À Vendre,680.0,4.0,4,800000.0
Sousse,Sousse,Maison,À Vendre,200.0,1.0,3,200000.0
Bizerte,Bizerte,Appartement,À Vendre,147.0,1.0,3,1.0
Nabeul,Nabeul,villa,À Vendre,202.0,2.0,5,400000.0
Gabès,Gabs,villa,À Vendre,390.0,2.0,3,300000.0
Gabès,Gabs,villa,À Vendre,520.0,3.0,6,0.0
Ariana,Ariana,villa,À Vendre,300.0,4.0,6,2.0
Nabeul,Nabeul,,À Vendre,288.0,3.0,6,650000.0
Tunis,Tunis,villa,À Louer,880.0,11.0,6,10000.0
Nabeul,Nabeul,villa,À Vendre,285.0,3.0,4,1.0
Ariana,Ariana,villa,À Vendre,470.0,2.0,5,870000.0
Nabeul,Nabeul,villa,À Vendre,816.0,2.0,4,480000.0
Ben Arous,Ben_Arous,villa,À Vendre,300.0,3.0,13,650000.0
Ariana,Ariana,Appartement,À Vendre,90.0,2.0,4,190000.0
Ben Arous,Ben_Arous,villa,À Vendre,600.0,3.0,4,850000.0
Ben Arous,Ben_Arous,,À Vendre,200.0,2.0,2,300000.0
Nabeul,Nabeul,Maison,À Vendre,140.0,1.0,3,200000.0
La Manouba,La_Manouba,villa,À Vendre,260.0,,,950000.0
Tunis,Tunis,villa,À Vendre,470.0,3.0,5,1300000.0
Sousse,Sousse,villa,À Vendre,450.0,0.0,0,750000.0
Tunis,Tunis,villa,À Vendre,1059.0,1.0,4,2500000.0
Tunis,Tunis,Maison,À Vendre,115.0,2.0,4,275000.0
Bizerte,Bizerte,Maison,À Vendre,,,,220.0
Gafsa,Gafsa,villa,À Vendre,350.0,2.0,6,1.0
Ariana,Ariana,villa,À Vendre,480.0,2.0,7,460000.0
Jendouba,Jendouba,villa,À Vendre,,,,0.0
Gafsa,Gafsa,villa,À Vendre,220.0,2.0,4,280000.0
Bizerte,Bizerte,villa,À Vendre,202.0,4.0,6,520000.0
Nabeul,Nabeul,villa,À Vendre,650.0,,,0.0
La Manouba,La_Manouba,villa,À Vendre,690.0,3.0,7,520000.0
La Manouba,La_Manouba,villa,À Vendre,1250.0,3.0,3,950000.0
Nabeul,Nabeul,villa,À Vendre,345.0,3.0,4,780000.0
Nabeul,Nabeul,villa,À Vendre,505.0,2.0,5,1049998.0
Nabeul,Nabeul,,À Vendre,400.0,1.0,2,300000.0
Nabeul,Nabeul,,À Vendre,750.0,2.0,4,0.0
Tunis,Tunis,villa,À Vendre,461.0,3.0,10,500.0
Nabeul,Nabeul,,À Vendre,,,,85000.0
Ben Arous,Ben_Arous,,À Vendre,385.0,5.0,6,400000.0
La Manouba,La_Manouba,,À Vendre,119.0,2.0,3,370000.0
Ben Arous,Ben_Arous,villa,À Vendre,195.0,1.0,5,380000.0
Sidi Bouzid,Sidi_Bouzid,Maison,À Vendre,400.0,2.0,3,0.0
Tunis,Tunis,Maison,À Vendre,170.0,,4,0.0
Ariana,Ariana,villa,À Vendre,481.0,2.0,4,1190000.0
Le Kef,Le_Kef,,À Vendre,230.0,3.0,7,0.0
Sfax,Sfax,Maison,À Vendre,,,3,220.0
Tunis,Tunis,Maison,À Vendre,207.0,1.0,3,250.0
Béja,Bja,Maison,À Vendre,200.0,1.0,4,0.0
Nabeul,Nabeul,villa,À Vendre,750.0,2.0,4,
Tunis,Tunis,,À Vendre,680.0,4.0,4,800000.0
Sfax,Sfax,,À Vendre,1472.0,2.0,3,700000.0
Nabeul,Nabeul,villa,À Vendre,300.0,3.0,4,600000.0
Tunis,Tunis,Maison,À Vendre,108.0,1.0,2,50000.0
Ben Arous,Ben_Arous,Maison,À Vendre,100.0,2.0,5,180.0
Ariana,Ariana,villa,À Vendre,550.0,3.0,7,450000.0
La Manouba,La_Manouba,Maison,À Vendre,280.0,3.0,7,300.0
Tunis,Tunis,villa,À Vendre,300.0,2.0,5,750000.0
Ariana,Ariana,Maison,À Vendre,,,,100.0
Tunis,Tunis,villa,À Vendre,600.0,3.0,6,3300000.0
Médenine,Mdenine,villa,À Vendre,220.0,4.0,5,820000.0
Tunis,Tunis,villa,À Vendre,498.0,2.0,12,1180000.0
Tunis,Tunis,villa,À Vendre,1000.0,3.0,7,2200000.0
Tunis,Tunis,,À Vendre,145.0,3.0,7,550000.0
Tunis,Tunis,,À Vendre,150.0,3.0,4,520000.0
Bizerte,Bizerte,,À Vendre,95.0,1.0,2,350000.0
Sfax,Sfax,villa,À Vendre,,,4,700000.0
Tunis,Tunis,villa,À Vendre,294.0,3.0,5,640000.0
Nabeul,Nabeul,Maison,À Vendre,,,8,1.85
Sfax,Sfax,villa,À Vendre,650.0,1.0,3,250000.0
Tunis,Tunis,villa,À Vendre,90.0,1.0,2,235000.0
Ben Arous,Ben_Arous,villa,À Vendre,270.0,0.0,6,550000.0
La Manouba,La_Manouba,,À Vendre,1654.0,6.0,10,900000.0
Sfax,Sfax,,À Vendre,3000.0,1.0,4,0.0
Tunis,Tunis,Maison,À Vendre,128.0,3.0,7,399999.0
La Manouba,La_Manouba,villa,sale,,,,1200.0
Ben Arous,Ben_Arous,,À Vendre,500.0,3.0,3,749999.0
Ben Arous,Ben_Arous,villa,À Vendre,103.0,1.0,2,239000.0
Ben Arous,Ben_Arous,,À Vendre,500.0,2.0,6,630000.0
Ben Arous,Ben_Arous,,À Vendre,300.0,2.0,3,328000.0
Ben Arous,Ben_Arous,,À Vendre,200.0,1.0,1,248000.0
Ben Arous,Ben_Arous,,À Vendre,750.0,2.0,4,950000.0
Ben Arous,Ben_Arous,villa,À Vendre,400.0,2.0,4,890000.0
Sousse,Sousse,villa,À Vendre,200.0,2.0,3,380000.0
Sousse,Sousse,Maison,À Vendre,,1.0,4,424000.0
Tunis,Tunis,villa,À Vendre,505.0,2.0,5,720000.0
Sousse,Sousse,Maison,À Vendre,70.0,2.0,3,180000.0
Tunis,Tunis,villa,À Vendre,450.0,2.0,4,700000.0
Gabès,Gabs,,À Vendre,150.0,1.0,4,120000.0
La Manouba,La_Manouba,Maison,À Vendre,432.0,2.0,3,1.0
Ben Arous,Ben_Arous,Maison,À Vendre,,,2,0.0
Tunis,Tunis,Maison,À Vendre,,,3,0.0
Ariana,Ariana,villa,À Vendre,206.0,3.0,4,310.0
Ben Arous,Ben_Arous,Maison,À Vendre,122.0,0.0,3,170000.0
Tunis,Tunis,Maison,À Vendre,143.0,1.0,3,265.0
Ben Arous,Ben_Arous,villa,À Vendre,705.0,3.0,5,975000.0
La Manouba,La_Manouba,Maison,À Vendre,110.0,,,220.0
Ariana,Ariana,Appartement,À Vendre,169.0,0.0,7,380000.0
Nabeul,Nabeul,villa,À Vendre,514.0,6.0,5,0.0
Sfax,Sfax,villa,À Vendre,700.0,1.0,6,3.0
Ariana,Ariana,Maison,À Vendre,500.0,1.0,4,500000.0
Ariana,Ariana,villa,À Vendre,400.0,5.0,5,0.0
Tunis,Tunis,Maison,À Vendre,150.0,1.0,2,140000000.0
Tunis,Tunis,Maison,À Vendre,145.0,1.0,3,250000.0
La Manouba,La_Manouba,Maison,À Vendre,,,6,0.0
Ben Arous,Ben_Arous,villa,À Vendre,410.0,1.0,3,100000000000.0
Nabeul,Nabeul,villa,À Louer,1000.0,3.0,4,650000.0
Ben Arous,Ben_Arous,Maison,À Vendre,415.0,1.0,3,460000.0
Tunis,Tunis,villa,À Vendre,387.0,2.0,6,250000.0
Ben Arous,Ben_Arous,,À Vendre,135.0,0.0,4,400000.0
Ben Arous,Ben_Arous,villa,À Vendre,387.0,2.0,5,480000.0
Ben Arous,Ben_Arous,villa,À Vendre,618.0,2.0,5,580000.0
Ariana,Ariana,Maison,À Vendre,250.0,3.0,4,295000.0
Ben Arous,Ben_Arous,villa,À Vendre,315.0,1.0,4,550000.0
Ben Arous,Ben_Arous,,,,,10,850.0
Tunis,Tunis,villa,À Vendre,402.0,2.0,6,950000.0
Sousse,Sousse,,À Vendre,131.0,2.0,6,400000.0
Ariana,Ariana,,À Vendre,100.0,3.0,5,380000.0
Sousse,Sousse,Maison,À Vendre,110.0,1.0,3,245000.0
Sousse,Sousse,villa,À Vendre,350.0,2.0,3,179998.0
Ben Arous,Ben_Arous,Appartement,À Vendre,76.0,0.0,2,89000.0
Tunis,Tunis,villa,À Vendre,300.0,3.0,6,950000.0
Ben Arous,Ben_Arous,,À Vendre,,,,263.0
Tunis,Tunis,villa,À Vendre,,,,650000.0
Ariana,Ariana,villa,À Vendre,958.0,3.0,4,2000000.0
Ariana,Ariana,villa,À Vendre,530.0,4.0,6,1500000.0
Ariana,Ariana,Maison,À Vendre,1000.0,1.0,4,590.0
Jendouba,Jendouba,,À Vendre,35.0,1.0,1,98000.0
Ben Arous,Ben_Arous,Appartement,À Vendre,200.0,2.0,6,150.0
Tunis,Tunis,villa,À Vendre,316.0,4.0,6,1500000.0
La Manouba,La_Manouba,villa,À Vendre,2000.0,,,900000.0
Bizerte,Bizerte,Maison,À Vendre,,,2,120.0
Ben Arous,Ben_Arous,,À Vendre,260.0,2.0,2,359999.0
Le Kef,Le_Kef,villa,À Vendre,580.0,2.0,3,370000.0
Sousse,Sousse,villa,À Louer,210.0,2.0,5,550.0
Mahdia,Mahdia,Maison,À Vendre,80.0,1.0,2,0.0
Ariana,Ariana,,À Vendre,415.0,5.0,5,1480000.0
Nabeul,Nabeul,villa,À Vendre,380.0,5.0,5,1150000.0
Ben Arous,Ben_Arous,Maison,À Vendre,150.0,1.0,3,120000.0
Tunis,Tunis,,À Vendre,120.0,1.0,4,120000.0
Tunis,Tunis,villa,À Vendre,510.0,2.0,7,950000.0
Ben Arous,Ben_Arous,villa,À Vendre,510.0,4.0,6,850000.0
Tunis,Tunis,villa,À Vendre,90.0,1.0,4,0.0
Tunis,Tunis,Appartement,À Vendre,140.0,1.0,2,0.0
Nabeul,Nabeul,villa,À Vendre,500.0,3.0,4,550000.0
Le Kef,Le_Kef,villa,À Vendre,550.0,2.0,4,365000.0
Nabeul,Nabeul,,À Vendre,785.0,4.0,4,1100000.0
Tunis,Tunis,Maison,À Vendre,115.0,2.0,6,210.0
Le Kef,Le_Kef,villa,À Vendre,200.0,1.0,3,150000.0
Béja,Bja,,À Vendre,477.0,5.0,8,550000.0
Ariana,Ariana,villa,À Vendre,750.0,1.0,7,
Sfax,Sfax,Maison,À Vendre,,,2,85.0
Bizerte,Bizerte,Maison,À Vendre,130.0,1.0,6,
Ariana,Ariana,Maison,À Vendre,,,,270.0
Sousse,Sousse,villa,À Vendre,380.0,2.0,3,0.0
Ben Arous,Ben_Arous,,À Vendre,200.0,2.0,3,370000.0
Le Kef,Le_Kef,,À Vendre,500.0,1.0,3,350000.0
Nabeul,Nabeul,villa,À Vendre,226.0,6.0,13,920000.0
Kairouan,Kairouan,,À Vendre,200.0,1.0,3,230000.0
Le Kef,Le_Kef,villa,À Vendre,750.0,2.0,4,700000.0
Tunis,Tunis,villa,À Vendre,388.0,1.0,3,1400000.0
Sfax,Sfax,villa,À Vendre,400.0,3.0,3,360000.0
Tunis,Tunis,villa,À Vendre,410.0,-3.0,,530.0
Sfax,Sfax,Maison,À Vendre,406.0,1.0,3,180000.0
Tunis,Tunis,Maison,À Vendre,105.0,0.0,4,160000.0
Ben Arous,Ben_Arous,Maison,À Vendre,1.0,2.0,6,0.0
Ariana,Ariana,villa,À Vendre,440.0,2.0,4,1300000.0
Tunis,Tunis,,À Vendre,970.0,6.0,9,0.0
Sfax,Sfax,,À Vendre,,,,850.0
Tunis,Tunis,,À Vendre,140.0,1.0,2,120.0
Tunis,Tunis,villa,À Vendre,160.0,2.0,3,480000.0
Nabeul,Nabeul,villa,À Vendre,640.0,2.0,7,0.0
Ariana,Ariana,villa,À Vendre,220.0,5.0,8,900000.0
Ben Arous,Ben_Arous,Maison,sale,,2.0,,210000.0
Ariana,Ariana,villa,À Vendre,480.0,2.0,4,680000.0
Nabeul,Nabeul,,À Vendre,174.0,1.0,4,250000.0
Ben Arous,Ben_Arous,villa,À Vendre,350.0,1.0,3,480000.0
Tunis,Tunis,villa,À Vendre,300.0,2.0,4,500000.0
Mahdia,Mahdia,villa,À Vendre,,,,0.0
Nabeul,Nabeul,villa,À Vendre,269.0,1.0,2,0.0
Jendouba,Jendouba,villa,À Vendre,120.0,1.0,3,98000.0
Sousse,Sousse,,À Vendre,360.0,2.0,3,0.0
Ariana,Ariana,villa,À Vendre,230.0,4.0,4,355000.0
Tunis,Tunis,villa,À Vendre,422.0,,07,1450000.0
Ariana,Ariana,villa,À Vendre,150.0,6.0,8,0.0
Tunis,Tunis,,À Vendre,200.0,3.0,6,220000.0
Nabeul,Nabeul,Maison,À Vendre,250.0,0.0,0,0.0
Sousse,Sousse,villa,À Vendre,150.0,0.0,5,1.0
Ariana,Ariana,villa,À Vendre,542.0,4.0,4,2400.0
Médenine,Mdenine,villa,À Vendre,375.0,2.0,5,270.0
Ben Arous,Ben_Arous,Maison,À Vendre,146.0,2.0,5,330000.0
Ben Arous,Ben_Arous,,À Vendre,100.0,2.0,6,300000.0
Tunis,Tunis,,À Vendre,480.0,3.0,5,1100000.0
La Manouba,La_Manouba,villa,À Vendre,,,4,0.0
Sfax,Sfax,Maison,À Vendre,670.0,4.0,4,0.0
Tunis,Tunis,,À Louer,200.0,3.0,3,455000.0
La Manouba,La_Manouba,,À Vendre,152.0,1.0,6,9.0
Sousse,Sousse,Maison,À Vendre,300.0,1.0,3,365.0
Nabeul,Nabeul,,À Vendre,133.0,2.0,3,90000.0
Nabeul,Nabeul,Maison,À Vendre,170.0,1.0,3,200.0
Bizerte,Bizerte,villa,À Vendre,550.0,3.0,5,1.0
Tunis,Tunis,,À Vendre,640.0,4.0,10,900000.0
Tunis,Tunis,villa,À Vendre,580.0,4.0,8,880000.0
Monastir,Monastir,Maison,À Vendre,155.0,3.0,9,280.0
Ben Arous,Ben_Arous,Maison,À Vendre,341.0,0.0,2,1.0
Tozeur,Tozeur,Maison,À Vendre,800.0,2.0,4,800000.0
Ariana,Ariana,villa,À Vendre,190.0,2.0,3,590000.0
Nabeul,Nabeul,Maison,À Vendre,72.0,0.0,1,100000.0
Tunis,Tunis,villa,À Vendre,278.0,1.0,3,1100000.0
Ariana,Ariana,villa,À Vendre,500.0,3.0,4,1350000.0
Ariana,Ariana,Maison,À Vendre,,,,500000000.0
Ben Arous,Ben_Arous,Appartement,À Louer,,,2,215.0
Ben Arous,Ben_Arous,Maison,À Vendre,269.0,2.0,5,1.0
Ben Arous,Ben_Arous,villa,À Vendre,420.0,2.0,10,0.0
Nabeul,Nabeul,,À Vendre,133.0,2.0,3,90000.0
La Manouba,La_Manouba,,À Vendre,105.0,1.0,2,97000.0
Ben Arous,Ben_Arous,villa,À Vendre,381.0,1.0,1,0.0
Ben Arous,Ben_Arous,villa,,,,,0.0
Ben Arous,Ben_Arous,villa,À Vendre,213.0,1.0,3,275.0
Tunis,Tunis,Maison,À Vendre,130.0,3.0,12,290000.0
Ariana,Ariana,villa,À Vendre,646.0,2.0,5,1500000.0
Nabeul,Nabeul,villa,À Vendre,500.0,2.0,4,1.0
Bizerte,Bizerte,Maison,À Vendre,333.0,1.0,4,1.0
Tunis,Tunis,villa,À Vendre,423.0,6.0,12,0.0
Sousse,Sousse,Maison,À Vendre,,,4,140.0
Ariana,Ariana,Maison,À Vendre,214.0,1.0,1,165000.0
Ben Arous,Ben_Arous,villa,À Vendre,270.0,4.0,6,1234.0
Ben Arous,Ben_Arous,villa,À Vendre,204.0,3.0,6,350000.0
Nabeul,Nabeul,,À Vendre,165.0,4.0,4,590000.0
Ariana,Ariana,villa,À Vendre,300.0,3.0,5,1000000.0
Sfax,Sfax,,À Vendre,100.0,1.0,2,149000.0
Ben Arous,Ben_Arous,villa,À Vendre,326.0,2.0,5,1111.0
Gafsa,Gafsa,Maison,À Vendre,2100.0,1.0,4,110.0
Le Kef,Le_Kef,,À Vendre,1.0,1.0,1,0.0
Kairouan,Kairouan,villa,À Vendre,392.0,3.0,3,620000.0
Nabeul,Nabeul,villa,À Vendre,300.0,3.0,4,0.0
Tunis,Tunis,Maison,À Vendre,246.0,2.0,6,185.0
Nabeul,Nabeul,,À Vendre,193.0,1.0,4,250000.0
Kairouan,Kairouan,Maison,À Vendre,222.0,1.0,4,1.0
Nabeul,Nabeul,Maison,À Vendre,500.0,4.0,4,0.0
Sousse,Sousse,villa,À Vendre,265.0,5.0,6,920000.0
Tunis,Tunis,,À Vendre,,,,1600.0
Nabeul,Nabeul,Maison,À Vendre,300.0,4.0,3,1.0
Ben Arous,Ben_Arous,Maison,À Vendre,400.0,2.0,3,600000.0
Tunis,Tunis,,À Vendre,210.0,2.0,3,600000.0
Sfax,Sfax,,À Vendre,339.0,1.0,3,320000.0
Tunis,Tunis,villa,À Vendre,110.0,1.0,2,130000.0
Tunis,Tunis,Maison,À Vendre,126.0,1.0,1,250000.0
Nabeul,Nabeul,villa,À Vendre,275.0,4.0,2,820000.0
Ben Arous,Ben_Arous,Maison,À Vendre,,,3,120.0
Nabeul,Nabeul,Maison,À Vendre,300.0,2.0,3,0.0
Nabeul,Nabeul,villa,À Vendre,500.0,2.0,4,0.0
Ben Arous,Ben_Arous,villa,À Vendre,248.0,2.0,5,660.0
Nabeul,Nabeul,villa,À Vendre,250.0,0.0,3,750000.0
Ariana,Ariana,villa,À Vendre,436.0,1.0,3,350000.0
Tunis,Tunis,villa,À Vendre,412.0,3.0,4,3300000.0
La Manouba,La_Manouba,villa,À Vendre,200.0,1.0,3,175000.0
Tunis,Tunis,,À Vendre,395.0,1.0,13,579.0
Tunis,Tunis,,À Vendre,1074.0,5.0,6,1600000.0
Tunis,Tunis,villa,À Vendre,2100.0,5.0,6,7000000.0
Tunis,Tunis,,À Vendre,380.0,2.0,4,450000.0
Nabeul,Nabeul,villa,À Vendre,200.0,150.0,3,330000.0
Tunis,Tunis,,À Vendre,,,4,420000000.0
Nabeul,Nabeul,Maison,À Vendre,177.0,2.0,5,1.0
Nabeul,Nabeul,villa,À Vendre,300.0,1.0,4,0.0
Tunis,Tunis,,À Vendre,782.0,4.0,10,1000000.0
Tunis,Tunis,villa,À Vendre,340.0,1.0,1,0.0
Sousse,Sousse,villa,À Vendre,380.0,0.0,6,850000.0
Tunis,Tunis,villa,À Vendre,475.0,2.0,4,700000.0
Nabeul,Nabeul,,À Vendre,555.0,1.0,3,649999998.0
Nabeul,Nabeul,villa,À Vendre,306.0,4.0,3,0.0
Nabeul,Nabeul,Maison,À Vendre,100.0,2.0,2,264.0
Nabeul,Nabeul,villa,À Vendre,900.0,4.0,6,2100000.0
Nabeul,Nabeul,,À Vendre,200.0,2.0,2,350000.0
Tunis,Tunis,villa,À Vendre,1100.0,6.0,5,8000000.0
Gabès,Gabs,Maison,À Louer,120.0,1.0,3,0.0
Sousse,Sousse,Maison,,,,,
Ariana,Ariana,villa,À Vendre,3000.0,0.0,5,1.0
Jendouba,Jendouba,villa,À Vendre,,,,960000.0
Ariana,Ariana,villa,À Vendre,400.0,2.0,4,860000.0
Nabeul,Nabeul,Maison,À Vendre,350.0,2.0,4,100.0
Monastir,Monastir,Appartement,À Vendre,160.0,2.0,03,280000.0
Tunis,Tunis,villa,À Vendre,228.0,3.0,4,600000.0
Ariana,Ariana,,À Vendre,300.0,3.0,3,800000.0
Tunis,Tunis,,À Vendre,312.0,4.0,3,1650000.0
Tunis,Tunis,Appartement,À Vendre,430.0,3.0,5,880000.0
Tunis,Tunis,,À Vendre,105.0,2.0,2,650000.0
Ariana,Ariana,villa,À Vendre,480.0,2.0,0,419.0
Sousse,Sousse,,À Vendre,,,2,0.0
Tunis,Tunis,villa,À Vendre,650.0,2.0,5,850000.0
Sfax,Sfax,villa,À Vendre,,,,360000.0
La Manouba,La_Manouba,villa,À Vendre,499.0,1.0,4,370.0
Ariana,Ariana,Maison,À Vendre,150.0,1.0,4,0.0
Nabeul,Nabeul,,À Vendre,,,3,1.0
Ben Arous,Ben_Arous,villa,À Vendre,600.0,2.0,4,950000.0
Gabès,Gabs,Maison,À Vendre,116.0,1.0,2,335.0
Tunis,Tunis,villa,À Vendre,2314.0,7.0,8,9000000.0
Ariana,Ariana,Maison,À Vendre,103.0,1.0,3,195000.0
Nabeul,Nabeul,villa,À Vendre,500.0,3.0,4,550000.0
Sousse,Sousse,villa,À Vendre,237.0,1.0,2,340.0
Ariana,Ariana,villa,À Vendre,,,3,
Nabeul,Nabeul,,À Vendre,133.0,2.0,3,110000.0
Sfax,Sfax,villa,À Vendre,400.0,2.0,4,530000.0
Ariana,Ariana,Maison,À Vendre,230.0,2.0,4,250.0
Ariana,Ariana,Maison,,,,4,1.0
Tunis,Tunis,villa,À Vendre,235.0,3.0,4,900000.0
Sousse,Sousse,Maison,À Vendre,492.0,3.0,3,900000.0
Ariana,Ariana,villa,À Vendre,750.0,4.0,5,1100000.0
Ben Arous,Ben_Arous,villa,À Vendre,550.0,3.0,6,1200000.0
Médenine,Mdenine,Maison,À Vendre,600.0,5.0,10,0.0
Médenine,Mdenine,villa,À Vendre,395.0,2.0,3,0.0
Médenine,Mdenine,villa,À Vendre,422.0,1.0,3,0.0
Médenine,Mdenine,villa,À Vendre,1500.0,2.0,2,0.0
La Manouba,La_Manouba,villa,À Vendre,400.0,3.0,5,1.0
Sousse,Sousse,villa,À Vendre,387.0,0.0,4,650000.0
Le Kef,Le_Kef,Maison,À Vendre,235.0,2.0,3,0.0
Ben Arous,Ben_Arous,Appartement,À Vendre,90.0,1.0,2,80.0
Nabeul,Nabeul,Maison,À Vendre,148.0,,,0.0
Ariana,Ariana,villa,À Vendre,150.0,6.0,8,0.0
Le Kef,Le_Kef,Maison,À Vendre,264.0,1.0,4,155000.0
Ariana,Ariana,villa,À Vendre,240.0,1.0,3,350.0
Ben Arous,Ben_Arous,Maison,À Vendre,345.0,5.0,13,480000.0
Monastir,Monastir,villa,À Vendre,1020.0,5.0,8,123456.0
Ben Arous,Ben_Arous,Maison,À Vendre,375.0,5.0,13,480.0
Sousse,Sousse,villa,À Vendre,1975.0,2.0,5,1700000.0
Tunis,Tunis,Maison,À Vendre,165.0,,,0.0
Ben Arous,Ben_Arous,,À Vendre,230.0,2.0,4,1.0
Nabeul,Nabeul,villa,À Vendre,,,,
Tunis,Tunis,villa,À Vendre,760.0,4.0,4,2.0
Sfax,Sfax,villa,À Vendre,820.0,1.0,4,549999.0
Tunis,Tunis,Maison,À Vendre,100.0,3.0,10,250.0
Bizerte,Bizerte,villa,À Vendre,243.0,2.0,2,350000.0
Tunis,Tunis,,À Vendre,888.0,3.0,7,1350.0
Ariana,Ariana,villa,À Vendre,405.0,5.0,12,750000.0
Sousse,Sousse,villa,À Vendre,252.0,0.0,3,1.0
Sousse,Sousse,,À Vendre,1276.0,7.0,21,1900000.0
Sousse,Sousse,villa,À Vendre,580.0,1.0,2,850000.0
Monastir,Monastir,villa,À Vendre,750.0,2.0,5,2000000000.0
Sousse,Sousse,villa,À Vendre,525.0,2.0,4,1350000.0
Sousse,Sousse,villa,À Vendre,483.0,4.0,3,1700000.0
Sousse,Sousse,villa,À Vendre,777.0,2.0,4,1800000000.0
La Manouba,La_Manouba,villa,À Vendre,542.0,2.0,4,0.0
Ben Arous,Ben_Arous,villa,À Vendre,350.0,2.0,4,580.0
Ben Arous,Ben_Arous,Maison,À Vendre,110.0,1.0,2,110.0
Ben Arous,Ben_Arous,villa,À Vendre,350.0,2.0,4,580.0
Ariana,Ariana,Maison,À Vendre,542.0,1.0,3,1.0
Nabeul,Nabeul,villa,À Vendre,170.0,1.0,3,180000.0
Gabès,Gabs,Maison,À Vendre,506.0,1.0,3,250000.0
La Manouba,La_Manouba,villa,À Vendre,500.0,3.0,4,0.0
Sousse,Sousse,,À Louer,1.0,1.0,2,400000.0
Tunis,Tunis,villa,À Vendre,454.0,2.0,4,1080000.0
Nabeul,Nabeul,villa,À Louer,600.0,3.0,2,750000.0
Ariana,Ariana,villa,À Vendre,740.0,1.0,3,1.0
