Region,Type,Area,#Bathrooms,#Bedrooms,Price
Mahdia,Appartement,105.0,1.0,2.0,234000.0
Nabeul,Appartement,75.0,1.0,1.0,240000.0
Nabeul,Appartement,62.0,1.0,1.0,235000.0
Tunis,Appartement,70.0,1.0,2.0,230000.0
Ben Arous,Appartement,68.0,1.0,1.0,130000.0
Tunis,Appartement,58.0,1.0,1.0,130000.0
Tunis,Appartement,236.0,2.0,4.0,1099999.0
Tunis,Appartement,70.0,1.0,1.0,190000.0
Tunis,Appartement,93.0,1.0,2.0,380000.0
Tunis,Appartement,50.0,1.0,1.0,165000.0
Ariana,Appartement,110.0,1.0,1.0,230000.0
La Manouba,Appartement,78.0,1.0,3.0,130000.0
Ariana,Appartement,62.0,1.0,2.0,130000.0
Tunis,Appartement,143.0,2.0,3.0,365000.0
Ben Arous,Appartement,130.0,1.0,2.0,200000.0
Tunis,Appartement,85.0,1.0,2.0,480000.0
Tunis,Appartement,70.0,1.0,1.0,230000.0
Tunis,Appartement,228.0,2.0,3.0,780000.0
Tunis,Appartement,123.0,1.0,2.0,130000.0
Ariana,Appartement,210.0,1.0,3.0,130000.0
Nabeul,Appartement,120.0,1.0,2.0,440000.0
Tunis,Appartement,120.0,2.0,2.0,717000.0
Nabeul,Appartement,90.0,1.0,2.0,170000.0
Ariana,Appartement,64.0,1.0,1.0,190000.0
Tunis,Villa,90.0,1.0,2.0,200000.0
Nabeul,Appartement,134.0,1.0,2.0,175000.0
Ben Arous,Appartement,104.0,1.0,2.0,250000.0
Ben Arous,Appartement,109.0,2.0,3.0,240000.0
Sfax,Appartement,110.0,1.0,3.0,130000.0
Tunis,Appartement,74.0,1.0,1.0,230000.0
Sousse,Appartement,72.0,1.0,3.0,180000.0
Sousse,Appartement,100.0,1.0,3.0,130000.0
Ariana,Appartement,99.0,1.0,2.0,190000.0
Tunis,Appartement,64.0,1.0,1.0,250000.0
Ariana,Appartement,135.0,2.0,4.0,130000.0
Ariana,Appartement,163.0,2.0,3.0,640000.0
Sfax,Appartement,86.0,1.0,2.0,130000.0
Nabeul,Appartement,137.11,1.0,2.0,130000.0
Tunis,Appartement,155.0,2.0,4.0,340000.0
Ben Arous,Appartement,90.0,2.0,3.0,200000.0
Béja,Appartement,100.0,1.0,4.0,130000.0
Sousse,Appartement,117.0,1.0,2.0,130000.0
Tunis,Villa,236.0,3.0,5.0,130000.0
Sousse,Appartement,119.0,1.0,4.0,385000.0
Tunis,Appartement,200.0,2.0,3.0,950000.0
Monastir,Appartement,97.0,1.0,3.0,145000.0
Ariana,Appartement,95.0,1.0,3.0,130000.0
Nabeul,Appartement,100.0,1.0,2.0,150000.0
Tunis,Appartement,178.0,1.0,3.0,500000.0
Sfax,Appartement,80.0,1.0,4.0,130000.0
Ariana,Appartement,112.0,1.0,2.0,255000.0
Ben Arous,Appartement,135.0,2.0,3.0,240000.0
Ben Arous,Appartement,110.0,1.0,4.0,130000.0
Tunis,Appartement,127.0,1.0,2.0,490000.0
Sousse,Appartement,80.0,1.0,2.0,140000.0
Tunis,Appartement,187.0,3.0,3.0,720000.0
Tunis,Appartement,216.0,1.0,3.0,270000.0
Ben Arous,Appartement,145.0,2.0,3.0,312000.0
Ben Arous,Appartement,110.0,1.0,2.0,2300000.0
Ben Arous,Appartement,125.0,2.0,2.0,185000.0
Ben Arous,Appartement,92.0,1.0,3.0,150000.0
Nabeul,Appartement,171.0,2.0,3.0,130000.0
Bizerte,Appartement,95.0,2.0,2.0,2300000.0
Ben Arous,Appartement,95.0,1.0,3.0,270000.0
Ariana,Appartement,120.0,2.0,2.0,320000.0
Ben Arous,Appartement,72.0,1.0,2.0,200000.0
Nabeul,Villa,169.0,2.0,2.0,130000.0
Tunis,Appartement,70.0,1.0,1.0,238000.0
Tunis,Appartement,200.0,2.0,3.0,360000.0
Tunis,Appartement,70.0,1.0,3.0,215000.0
Tunis,Appartement,120.0,1.0,3.0,350000.0
Ariana,Appartement,120.0,1.0,2.0,225000.0
Tunis,Appartement,200.0,1.0,4.0,400000.0
La Manouba,Appartement,130.0,2.0,3.0,130000.0
Nabeul,Appartement,85.0,1.0,2.0,179999.0
Sousse,Appartement,90.0,1.0,2.0,237000.0
Sousse,Appartement,130.0,2.0,3.0,340000.0
Ben Arous,Appartement,110.0,1.0,3.0,155000.0
Tunis,Appartement,85.0,1.0,3.0,130000.0
Nabeul,Appartement,110.0,1.0,2.0,280000.0
Sfax,Appartement,116.0,1.0,4.0,130000.0
La Manouba,Appartement,148.0,1.0,3.0,245000.0
Tunis,Appartement,121.0,1.0,2.0,470000.0
Sousse,Appartement,370.0,2.0,4.0,1100000.0
Ariana,Appartement,58.0,1.0,1.0,225000.0
Tunis,Appartement,60.0,1.0,1.0,130000.0
Ariana,Appartement,154.0,1.0,3.0,430000.0
Tunis,Appartement,168.0,1.0,3.0,350000.0
Ariana,Appartement,296.0,1.0,2.0,130000.0
Ariana,Appartement,185.0,1.0,3.0,130000.0
Ariana,Appartement,115.0,1.0,2.0,130000.0
Sousse,Appartement,75.0,1.0,2.0,200000.0
Tunis,Appartement,120.0,1.0,1.0,300000.0
Tunis,Appartement,68.0,2.0,1.0,237999.0
Tunis,Appartement,100.0,2.0,4.0,130000.0
Tunis,Appartement,118.0,2.0,2.0,285000.0
Ariana,Appartement,55.0,1.0,1.0,187000.0
Sousse,Appartement,150.0,2.0,2.0,454000.0
Sousse,Appartement,60.0,1.0,1.0,230000.0
Sousse,Appartement,280.0,1.0,2.0,750000.0
Ariana,Appartement,110.0,1.0,3.0,255000.0
Nabeul,Appartement,66.0,1.0,1.0,250996.0
Tunis,Appartement,87.0,1.0,3.0,240000.0
Tunis,Appartement,110.0,1.0,4.0,230000.0
Tunis,Appartement,130.0,1.0,4.0,420000.0
Ariana,Appartement,150.0,2.0,3.0,380000.0
Ariana,Appartement,124.0,1.0,2.0,230000.0
Nabeul,Appartement,65.0,1.0,1.0,169000.0
Ariana,Appartement,148.0,1.0,2.0,380000.0
Tunis,Appartement,75.0,1.0,1.0,250000.0
Tunis,Appartement,64.0,1.0,1.0,267000.0
Ariana,Appartement,170.0,2.0,3.0,570000.0
Nabeul,Appartement,104.0,1.0,2.0,340000.0
Tunis,Appartement,95.0,1.0,3.0,170000.0
Ben Arous,Appartement,137.0,2.0,3.0,297000.0
Nabeul,Appartement,101.0,1.0,2.0,354000.0
La Manouba,Appartement,140.0,1.0,3.0,275000.0
Tunis,Appartement,95.0,1.0,2.0,250000.0
Nabeul,Appartement,130.0,2.0,3.0,300000.0
Tunis,Appartement,128.0,1.0,3.0,310000.0
La Manouba,Appartement,120.0,2.0,3.0,240000.0
Monastir,Appartement,50.0,1.0,2.0,130000.0
Tunis,Appartement,116.0,1.0,2.0,288000.0
Ben Arous,Appartement,75.0,1.0,1.0,180000.0
Bizerte,Appartement,126.0,2.0,2.0,256000.0
Bizerte,Appartement,67.0,1.0,1.0,130000.0
Sousse,Appartement,55.0,1.0,1.0,270000.0
Ariana,Appartement,114.0,1.0,3.0,295000.0
Sfax,Villa,300.0,1.0,5.0,130000.0
Nabeul,Appartement,40.0,1.0,1.0,130000.0
Sousse,Appartement,67.0,1.0,2.0,175000.0
Ariana,Appartement,80.0,2.0,3.0,130000.0
Tunis,Appartement,126.0,2.0,4.0,238000.0
Nabeul,Appartement,72.0,1.0,1.0,130000.0
Nabeul,Appartement,90.0,1.0,2.0,600000.0
Tunis,Appartement,73.0,1.0,2.0,130000.0
Ben Arous,Appartement,115.0,2.0,3.0,270000.0
Sousse,Appartement,90.0,1.0,3.0,270000.0
Sousse,Appartement,60.0,1.0,1.0,280000.0
Tunis,Appartement,95.0,1.0,2.0,180000.0
Nabeul,Appartement,104.0,1.0,2.0,295000.0
Sousse,Appartement,104.0,2.0,2.0,450000.0
Sfax,Appartement,145.0,2.0,3.0,245000.0
Sousse,Appartement,123.0,2.0,2.0,450000.0
Ben Arous,Appartement,200.0,2.0,3.0,470000.0
Ariana,Appartement,127.0,2.0,2.0,399998.0
Tunis,Appartement,120.0,2.0,3.0,300000.0
Nabeul,Appartement,85.0,1.0,2.0,260000.0
Sousse,Appartement,50.0,1.0,1.0,200000.0
Ben Arous,Appartement,170.0,2.0,3.0,240000.0
Sousse,Appartement,110.0,1.0,3.0,330000.0
Bizerte,Appartement,72.0,1.0,2.0,150000.0
Ariana,Appartement,96.0,1.0,3.0,138000.0
La Manouba,Appartement,85.0,1.0,2.0,130000.0
Bizerte,Appartement,100.0,1.0,3.0,130000.0
Mahdia,Appartement,60.0,1.0,1.0,130000.0
Tunis,Appartement,77.0,1.0,4.0,200000.0
Tunis,Appartement,300.0,2.0,5.0,130000.0
Sousse,Appartement,137.0,2.0,2.0,130000.0
Tunis,Appartement,80.0,2.0,3.0,130000.0
Tunis,Appartement,146.0,2.0,3.0,598000.0
Tunis,Appartement,49.0,1.0,1.0,174335.0
Tunis,Appartement,51.0,1.0,1.0,181230.0
Sfax,Appartement,130.0,2.0,3.0,189000.0
Tunis,Appartement,95.0,1.0,2.0,155000.0
Ben Arous,Appartement,110.0,2.0,2.0,290000.0
Ben Arous,Appartement,127.0,1.0,2.0,280000.0
Nabeul,Appartement,113.0,1.0,2.0,130000.0
Nabeul,Appartement,90.0,1.0,1.0,130000.0
Tunis,Appartement,175.0,2.0,3.0,590000.0
Ariana,Appartement,90.0,1.0,4.0,230000.0
Tunis,Appartement,70.0,1.0,2.0,235000.0
Tunis,Appartement,98.0,2.0,2.0,330000.0
Ariana,Appartement,155.0,2.0,3.0,130000.0
Ben Arous,Appartement,80.0,1.0,3.0,140000.0
Sfax,Appartement,110.0,1.0,4.0,130000.0
Sfax,Appartement,120.0,1.0,3.0,130000.0
Tunis,Appartement,55.0,1.0,1.0,165000.0
Ariana,Appartement,151.0,1.0,3.0,300000.0
Tunis,Appartement,100.0,2.0,3.0,250000.0
Ariana,Appartement,140.0,2.0,2.0,350000.0
Nabeul,Appartement,100.0,1.0,2.0,180000.0
Nabeul,Appartement,100.0,2.0,2.0,180000.0
Tunis,Appartement,90.0,1.0,2.0,210000.0
Tunis,Appartement,90.0,1.0,1.0,245000.0
Tunis,Appartement,100.0,1.0,4.0,164999.0
Sfax,Appartement,150.0,2.0,3.0,130000.0
Tunis,Appartement,100.0,1.0,2.0,225000.0
Sousse,Appartement,83.0,1.0,2.0,130000.0
Tunis,Appartement,180.0,3.0,3.0,130000.0
Ariana,Appartement,110.0,1.0,3.0,320000.0
Ben Arous,Appartement,120.0,1.0,3.0,150000.0
Ariana,Appartement,115.0,1.0,3.0,230000.0
Ben Arous,Appartement,110.0,2.0,4.0,340000.0
Ben Arous,Appartement,128.0,1.0,3.0,265000.0
Ariana,Appartement,98.0,1.0,2.0,130000.0
Tunis,Appartement,135.0,2.0,5.0,260000.0
Ben Arous,Appartement,95.0,1.0,3.0,250000.0
Ben Arous,Appartement,90.0,1.0,2.0,180000.0
Nabeul,Appartement,180.0,1.0,3.0,130000.0
Ariana,Appartement,120.0,1.0,3.0,140000.0
Ariana,Appartement,110.0,1.0,2.0,140000.0
Ariana,Appartement,70.0,1.0,1.0,175000.0
Ariana,Appartement,130.0,1.0,2.0,375000.0
Ariana,Appartement,103.0,1.0,2.0,255000.0
Ariana,Appartement,150.0,3.0,4.0,590000.0
Ariana,Appartement,162.0,2.0,3.0,460000.0
Nabeul,Villa,100.0,1.0,1.0,130000.0
Ariana,Appartement,120.0,2.0,3.0,377000.0
Gabès,Appartement,95.0,1.0,2.0,130000.0
Tunis,Appartement,100.0,1.0,3.0,180000.0
Ben Arous,Appartement,146.0,2.0,3.0,304000.0
Ben Arous,Appartement,75.0,1.0,2.0,235000.0
Tunis,Appartement,130.0,2.0,3.0,350000.0
Zaghouan,Villa,360.0,1.0,2.0,130000.0
Nabeul,Villa,350.0,1.0,4.0,400000.0
Ben Arous,Appartement,100.0,1.0,3.0,205000.0
Ariana,Appartement,120.0,1.0,2.0,270000.0
Sousse,Appartement,100.0,1.0,2.0,475000.0
Ariana,Appartement,98.0,1.0,2.0,292000.0
Tunis,Appartement,115.0,1.0,2.0,290000.0
Nabeul,Appartement,70.0,1.0,1.0,130000.0
Ariana,Appartement,175.0,1.0,3.0,558000.0
Ariana,Appartement,100.0,1.0,2.0,270000.0
Tunis,Appartement,60.0,1.0,2.0,130000.0
Nabeul,Appartement,60.0,1.0,2.0,130000.0
Ben Arous,Appartement,75.0,1.0,2.0,145000.0
Nabeul,Appartement,105.0,2.0,2.0,130000.0
Ben Arous,Appartement,115.0,1.0,2.0,265000.0
Ben Arous,Appartement,134.0,2.0,3.0,320000.0
Ariana,Villa,386.0,2.0,4.0,130000.0
Bizerte,Appartement,120.0,1.0,3.0,130000.0
Sousse,Appartement,105.0,1.0,2.0,320000.0
Sousse,Appartement,145.0,1.0,3.0,199000.0
Tunis,Appartement,117.0,2.0,2.0,320000.0
Tunis,Appartement,120.0,1.0,2.0,250000.0
Tunis,Appartement,160.0,1.0,3.0,130000.0
Nabeul,Appartement,140.0,2.0,3.0,580000.0
La Manouba,Appartement,92.0,2.0,4.0,200000.0
Ben Arous,Appartement,115.0,1.0,2.0,195000.0
Ben Arous,Villa,350.0,2.0,6.0,580000.0
Kairouan,Appartement,100.0,1.0,2.0,2300000.0
Sousse,Appartement,80.0,1.0,2.0,395000.0
Ben Arous,Appartement,98.0,2.0,3.0,130000.0
Nabeul,Appartement,220.0,1.0,3.0,450000.0
Nabeul,Appartement,62.0,1.0,1.0,240000.0
Nabeul,Appartement,240.0,4.0,4.0,870000.0
Nabeul,Appartement,145.0,2.0,3.0,420000.0
Nabeul,Appartement,68.0,1.0,1.0,270000.0
Sousse,Appartement,109.0,1.0,2.0,350000.0
Nabeul,Appartement,90.0,1.0,2.0,130000.0
Ariana,Appartement,115.0,2.0,4.0,370000.0
Tunis,Appartement,168.0,1.0,2.0,550000.0
Kairouan,Appartement,118.0,1.0,2.0,130000.0
Tunis,Appartement,95.0,1.0,3.0,130000.0
Ariana,Appartement,157.0,1.0,3.0,365000.0
Tunis,Appartement,160.0,1.0,2.0,300000.0
Tunis,Appartement,70.0,1.0,1.0,256000.0
Ben Arous,Appartement,105.0,1.0,2.0,160000.0
La Manouba,Appartement,71.0,1.0,2.0,130000.0
Nabeul,Appartement,165.0,2.0,3.0,130000.0
Nabeul,Appartement,126.0,2.0,2.0,378000.0
Ariana,Appartement,94.0,1.0,2.0,130000.0
Sousse,Appartement,50.0,1.0,1.0,280000.0
Ariana,Appartement,125.0,1.0,2.0,130000.0
Tunis,Appartement,95.0,1.0,2.0,157000.0
Tunis,Appartement,150.0,2.0,3.0,130000.0
Ariana,Appartement,68.0,1.0,1.0,317000.0
Sousse,Appartement,70.0,1.0,1.0,238000.0
Tunis,Appartement,84.0,1.0,1.0,210000.0
Ariana,Appartement,65.0,1.0,1.0,273000.0
Ariana,Appartement,114.0,2.0,1.0,385000.0
Sousse,Appartement,134.0,2.0,2.0,455000.0
Tunis,Appartement,110.0,1.0,3.0,300000.0
Sfax,Villa,140.0,2.0,3.0,145000.0
Tunis,Appartement,120.0,2.0,4.0,390000.0
Tunis,Appartement,123.0,2.0,2.0,340000.0
La Manouba,Appartement,115.0,1.0,4.0,130000.0
Tunis,Appartement,80.0,1.0,2.0,245000.0
Ariana,Appartement,156.0,2.0,3.0,360000.0
Sousse,Appartement,132.0,1.0,2.0,298000.0
Nabeul,Appartement,55.0,1.0,1.0,228000.0
Sousse,Appartement,50.0,1.0,2.0,280000.0
Tunis,Appartement,100.0,1.0,2.0,290000.0
Tunis,Appartement,144.0,1.0,3.0,205000.0
La Manouba,Appartement,102.0,2.0,2.0,260000.0
Sousse,Appartement,99.0,1.0,2.0,290000.0
Sousse,Appartement,116.0,1.0,2.0,330000.0
Monastir,Appartement,100.0,1.0,2.0,195000.0
Ariana,Appartement,270.0,2.0,3.0,130000.0
Ben Arous,Appartement,122.0,1.0,4.0,160000.0
Tunis,Appartement,145.0,1.0,5.0,253000.0
Ben Arous,Appartement,80.0,1.0,2.0,185000.0
Ariana,Appartement,110.0,1.0,4.0,750000.0
Tunis,Appartement,163.0,2.0,3.0,130000.0
Tunis,Appartement,100.0,1.0,3.0,150000.0
Tunis,Appartement,56.0,1.0,1.0,178000.0
Sousse,Appartement,110.0,1.0,4.0,345000.0
Tunis,Appartement,111.0,1.0,2.0,275000.0
Tunis,Appartement,152.0,1.0,4.0,550000.0
Ariana,Appartement,192.0,2.0,3.0,550000.0
Ariana,Appartement,100.0,1.0,2.0,230000.0
Tunis,Appartement,147.0,2.0,3.0,335000.0
Ariana,Appartement,121.0,1.0,2.0,300000.0
Ariana,Appartement,125.0,2.0,3.0,330000.0
Ariana,Appartement,110.0,1.0,1.0,260000.0
Sfax,Appartement,124.0,1.0,3.0,130000.0
Nabeul,Appartement,95.0,1.0,1.0,130000.0
Tunis,Appartement,72.0,1.0,1.0,207000.0
Tunis,Appartement,107.0,1.0,3.0,350000.0
Ariana,Appartement,102.0,1.0,1.0,130000.0
Sousse,Appartement,100.0,1.0,2.0,190000.0
Bizerte,Appartement,85.0,1.0,2.0,149000.0
Nabeul,Appartement,95.0,1.0,2.0,130000.0
Tunis,Appartement,158.0,2.0,4.0,330000.0
Tunis,Appartement,90.0,1.0,2.0,220000.0
Ariana,Appartement,97.0,1.0,3.0,130000.0
Tunis,Appartement,145.0,2.0,4.0,355000.0
Tunis,Appartement,298.0,2.0,3.0,464998.0
Ariana,Appartement,100.0,2.0,3.0,240000.0
Tunis,Appartement,153.0,2.0,1.0,585000.0
Tunis,Appartement,145.0,2.0,3.0,365000.0
Nabeul,Appartement,122.0,1.0,3.0,130000.0
Ariana,Appartement,114.0,1.0,2.0,250000.0
Béja,Appartement,135.0,2.0,3.0,240000.0
Sousse,Appartement,141.0,2.0,2.0,352000.0
Nabeul,Appartement,200.0,2.0,2.0,900000.0
Tunis,Appartement,1000.0,1.0,1.0,650000.0
Ben Arous,Appartement,125.0,1.0,2.0,175000.0
Ben Arous,Appartement,105.0,2.0,2.0,210000.0
Ben Arous,Appartement,125.0,2.0,3.0,240000.0
Sousse,Appartement,161.0,1.0,3.0,500000.0
Sousse,Appartement,75.0,1.0,1.0,240000.0
Sfax,Appartement,90.0,1.0,3.0,130000.0
Monastir,Appartement,116.0,1.0,4.0,135000.0
Sousse,Appartement,200.0,1.0,4.0,490000.0
Sousse,Appartement,111.0,2.0,3.0,450000.0
Nabeul,Appartement,135.0,3.0,3.0,130000.0
Tunis,Villa,98.0,1.0,2.0,185000.0
Tunis,Appartement,50.0,1.0,1.0,180000.0
Tunis,Appartement,130.0,1.0,2.0,400000.0
Ben Arous,Villa,320.0,2.0,4.0,380000.0
La Manouba,Appartement,127.0,1.0,3.0,230000.0
Nabeul,Appartement,120.0,2.0,1.0,275000.0
Nabeul,Appartement,74.0,1.0,1.0,250000.0
Tunis,Appartement,80.0,1.0,1.0,270000.0
Ariana,Appartement,46.0,1.0,1.0,130000.0
Tunis,Appartement,74.0,2.0,3.0,130000.0
Ariana,Appartement,60.0,1.0,1.0,188000.0
Ariana,Appartement,130.0,1.0,3.0,320000.0
Ariana,Appartement,175.0,3.0,4.0,360000.0
Tunis,Appartement,117.0,2.0,2.0,130000.0
Tunis,Villa,200.0,1.0,2.0,380000.0
Tunis,Villa,192.0,1.0,3.0,350000.0
Sfax,Appartement,90.0,1.0,4.0,130000.0
Tunis,Villa,150.0,1.0,3.0,350000.0
Tunis,Appartement,200.0,1.0,3.0,130000.0
Tunis,Appartement,85.0,1.0,2.0,130000.0
Sousse,Appartement,121.0,1.0,2.0,500000.0
Sousse,Appartement,50.0,1.0,1.0,130000.0
Sousse,Appartement,100.0,1.0,2.0,140000.0
Tunis,Appartement,83.0,1.0,2.0,450000.0
Tunis,Appartement,126.0,1.0,2.0,669000.0
Ariana,Appartement,200.0,1.0,4.0,130000.0
Tunis,Appartement,167.0,1.0,3.0,520000.0
Tunis,Appartement,125.0,1.0,2.0,299000.0
Sousse,Appartement,50.0,1.0,1.0,155000.0
Sousse,Appartement,60.0,1.0,1.0,240000.0
Tunis,Appartement,110.0,1.0,2.0,300000.0
Sousse,Appartement,100.0,1.0,2.0,130000.0
Sousse,Appartement,112.0,1.0,2.0,130000.0
Sousse,Appartement,75.0,1.0,3.0,130000.0
Tunis,Appartement,110.0,1.0,3.0,310000.0
Tunis,Appartement,176.0,2.0,3.0,470000.0
Ben Arous,Appartement,73.0,1.0,2.0,200000.0
Tunis,Appartement,93.0,1.0,2.0,278000.0
Sousse,Appartement,150.0,1.0,2.0,436000.0
Tunis,Appartement,120.0,1.0,3.0,160000.0
Nabeul,Appartement,70.0,1.0,2.0,130000.0
Nabeul,Appartement,74.0,1.0,1.0,130000.0
Tunis,Appartement,107.0,2.0,3.0,360000.0
Sousse,Appartement,238.0,1.0,1.0,650000.0
Ben Arous,Appartement,94.0,1.0,3.0,130000.0
Sousse,Appartement,150.0,1.0,3.0,477000.0
Ben Arous,Appartement,74.0,1.0,2.0,190000.0
Tunis,Appartement,63.0,1.0,1.0,230000.0
Ariana,Appartement,155.0,1.0,3.0,520000.0
Nabeul,Appartement,127.0,2.0,2.0,450000.0
Ariana,Appartement,63.0,1.0,1.0,238000.0
Ariana,Appartement,132.0,2.0,2.0,385000.0
Ben Arous,Appartement,62.0,1.0,1.0,130000.0
Nabeul,Appartement,62.0,1.0,1.0,130000.0
Tunis,Appartement,65.0,1.0,1.0,150000.0
Tunis,Appartement,127.0,2.0,2.0,260000.0
Nabeul,Appartement,117.0,1.0,2.0,490000.0
Sousse,Appartement,550.0,6.0,3.0,600000.0
Tunis,Appartement,51.0,1.0,1.0,185000.0
Ariana,Appartement,54.0,1.0,1.0,180000.0
Tunis,Appartement,189.0,2.0,3.0,795000.0
Nabeul,Appartement,160.0,2.0,3.0,470000.0
Nabeul,Appartement,116.0,2.0,2.0,363000.0
Tunis,Appartement,68.0,2.0,2.0,238000.0
Nabeul,Appartement,88.0,1.0,2.0,309000.0
Tunis,Appartement,153.0,2.0,4.0,530000.0
Tunis,Appartement,224.0,3.0,3.0,865000.0
Tunis,Appartement,193.0,3.0,3.0,850000.0
Tunis,Appartement,125.0,1.0,3.0,380000.0
Tunis,Appartement,118.0,2.0,3.0,285000.0
Ariana,Appartement,98.0,1.0,2.0,290000.0
Nabeul,Appartement,101.0,1.0,2.0,180000.0
Ariana,Appartement,144.0,1.0,3.0,130000.0
Tunis,Appartement,136.0,2.0,3.0,290000.0
Ariana,Appartement,40.0,1.0,1.0,130000.0
Tunis,Appartement,52.0,1.0,1.0,130000.0
Tunis,Appartement,100.0,1.0,4.0,130000.0
Tunis,Appartement,117.0,1.0,2.0,360000.0
Tunis,Appartement,100.0,1.0,2.0,250000.0
Tunis,Appartement,117.0,2.0,2.0,400000.0
Tunis,Appartement,91.0,1.0,2.0,248400.0
Ariana,Appartement,70.0,1.0,1.0,185000.0
Ariana,Appartement,110.0,1.0,2.0,190000.0
Nabeul,Appartement,95.0,2.0,2.0,300000.0
Ben Arous,Appartement,100.0,2.0,3.0,190000.0
Ben Arous,Appartement,124.0,2.0,3.0,320000.0
Ariana,Appartement,126.0,1.0,2.0,370000.0
Tunis,Appartement,118.0,1.0,2.0,370000.0
Sousse,Villa,82.0,2.0,1.0,275000.0
La Manouba,Appartement,130.0,1.0,4.0,130000.0
Nabeul,Appartement,117.0,1.0,3.0,130000.0
Ben Arous,Appartement,90.0,1.0,2.0,165000.0
Ben Arous,Appartement,87.0,1.0,2.0,130000.0
Ariana,Appartement,65.0,1.0,1.0,250000.0
Ariana,Appartement,124.0,2.0,2.0,130000.0
Ariana,Appartement,89.5,1.0,1.0,300000.0
Tunis,Appartement,117.0,2.0,4.0,190000.0
Ariana,Appartement,138.0,2.0,1.0,310000.0
Ariana,Appartement,110.0,2.0,4.0,250000.0
Tunis,Appartement,205.0,1.0,2.0,1076250.0
Ariana,Appartement,107.0,2.0,3.0,280000.0
Ariana,Appartement,75.0,1.0,3.0,150000.0
Tunis,Appartement,150.0,2.0,3.0,285000.0
Nabeul,Appartement,160.0,3.0,3.0,130000.0
La Manouba,Appartement,45.0,1.0,1.0,150000.0
Ben Arous,Appartement,100.0,1.0,3.0,250000.0
Nabeul,Appartement,85.0,1.0,2.0,299000.0
Tunis,Appartement,100.0,1.0,2.0,255000.0
Ariana,Appartement,55.0,1.0,1.0,170000.0
Sousse,Appartement,100.0,1.0,1.0,165000.0
Nabeul,Appartement,136.0,1.0,2.0,130000.0
Tunis,Appartement,93.0,1.0,3.0,140000.0
Ben Arous,Appartement,74.0,1.0,2.0,130000.0
Ariana,Appartement,66.0,1.0,2.0,135000.0
Tunis,Appartement,125.0,1.0,3.0,200000.0
Sfax,Appartement,108.0,1.0,2.0,130000.0
Nabeul,Appartement,160.0,1.0,2.0,130000.0
Tunis,Appartement,127.0,1.0,2.0,365000.0
Tunis,Appartement,90.0,1.0,2.0,150000.0
Tunis,Appartement,148.0,2.0,3.0,255000.0
Sousse,Appartement,400.0,2.0,2.0,680000.0
Sousse,Appartement,137.0,2.0,3.0,565000.0
Ariana,Appartement,160.0,2.0,4.0,130000.0
Sfax,Appartement,110.0,2.0,3.0,140000.0
Tunis,Appartement,223.0,3.0,3.0,750000.0
Ben Arous,Appartement,110.0,2.0,4.0,130000.0
Sousse,Villa,350.0,2.0,8.0,200000.0
Tunis,Appartement,130.0,2.0,3.0,730000.0
Nabeul,Appartement,135.0,1.0,2.0,130000.0
Ariana,Appartement,147.0,2.0,2.0,440000.0
Ariana,Appartement,112.0,1.0,2.0,130000.0
Nabeul,Appartement,105.0,1.0,2.0,210000.0
Nabeul,Appartement,127.0,1.0,2.0,165000.0
Tunis,Villa,76.0,1.0,2.0,160000.0
Ariana,Appartement,110.0,1.0,2.0,275000.0
Nabeul,Appartement,165.0,2.0,1.0,130000.0
Sousse,Appartement,40.0,1.0,1.0,145000.0
Tunis,Appartement,125.0,1.0,3.0,370000.0
Tunis,Appartement,168.0,2.0,2.0,340000.0
Ariana,Appartement,180.0,1.0,2.0,599999.0
La Manouba,Appartement,105.0,2.0,2.0,210000.0
Ben Arous,Appartement,97.0,1.0,2.0,130000.0
Tunis,Appartement,158.0,3.0,3.0,130000.0
Sousse,Appartement,130.0,2.0,2.0,360000.0
Sousse,Appartement,40.0,1.0,1.0,190000.0
Ben Arous,Appartement,136.0,2.0,2.0,130000.0
